transaction_number,name,type,quantity
1037,GameStart,buy,8
1038,SwordCo,buy,1
1039,PotionCo,sell,9
1040,PotionCo,buy,1
1041,HelmetCo,sell,9
1042,ShieldCo,buy,6
1043,SwordCo,buy,10
1044,MenhirCo,buy,6
1045,HelmetCo,sell,4
1046,SwordCo,sell,9
1047,MenhirCo,buy,10
1048,BoarCo,sell,2
1049,MenhirCo,buy,3
1051,PotionCo,buy,2
1050,BoarCo,buy,8
1052,GameStart,sell,2
1053,PotionCo,buy,9
1055,BowCo,sell,4
1057,BowCo,buy,9
1056,MenhirCo,sell,3
1054,ArrowCo,sell,8
1058,BoarCo,buy,9
1059,HelmetCo,sell,7
1060,HelmetCo,sell,8
1061,BoarCo,buy,3
1062,MenhirCo,buy,4
1063,RottenFishCo,sell,6
1064,ArrowCo,sell,6
1065,PotionCo,buy,8
1066,GameStart,sell,8
1067,BowCo,sell,9
1068,ArrowCo,buy,4
1070,ShieldCo,sell,1
1069,HelmetCo,sell,1
1071,PotionCo,sell,6
1072,RottenFishCo,sell,9
1074,ArrowCo,sell,4
1073,BoarCo,buy,3
1075,GameStart,sell,3
1076,RottenFishCo,buy,4
1077,HelmetCo,buy,1
1078,BoarCo,sell,4
1080,ShieldCo,sell,1
1079,BowCo,buy,1
1081,SwordCo,buy,7
1082,SwordCo,buy,3
1083,ArrowCo,sell,10
1085,MenhirCo,sell,1
1084,BowCo,buy,6
1087,GameStart,sell,5
1086,BoarCo,buy,7
1091,PotionCo,buy,7
1090,ArrowCo,sell,2
1089,BoarCo,buy,1
1088,HelmetCo,sell,7
1092,ArrowCo,buy,10
1094,PotionCo,buy,9
1093,BoarCo,sell,3
1095,PotionCo,sell,1
1096,MenhirCo,buy,7
1097,HelmetCo,sell,5
1101,BoarCo,buy,2
1098,BoarCo,buy,2
1100,ArrowCo,sell,5
1099,GameStart,sell,5
1102,ShieldCo,buy,3
1103,BoarCo,buy,7
1104,RottenFishCo,sell,5
1107,RottenFishCo,sell,5
1106,BowCo,sell,4
1105,MenhirCo,sell,3
1108,BoarCo,buy,7
1109,PotionCo,buy,6
1110,GameStart,sell,7
1111,ArrowCo,sell,7
1112,HelmetCo,buy,2
1113,BoarCo,buy,6
1114,BoarCo,buy,9
1115,RottenFishCo,sell,6
1116,GameStart,buy,2
1117,RottenFishCo,buy,4
1118,BowCo,sell,5
1119,SwordCo,buy,4
1120,RottenFishCo,sell,5
1121,HelmetCo,buy,10
1122,SwordCo,buy,2
1123,GameStart,sell,9
1124,SwordCo,buy,3
1125,RottenFishCo,sell,2
1126,RottenFishCo,sell,3
1127,HelmetCo,buy,6
1128,MenhirCo,buy,5
1129,PotionCo,buy,1
1130,MenhirCo,buy,2
1131,PotionCo,buy,6
1132,BoarCo,buy,8
1133,ShieldCo,buy,5
1134,MenhirCo,buy,4
1135,HelmetCo,sell,2
1136,GameStart,sell,5
1137,RottenFishCo,sell,2
1138,PotionCo,sell,10
1139,HelmetCo,buy,8
1140,RottenFishCo,buy,3
1141,GameStart,sell,1
1142,BowCo,buy,1
1143,SwordCo,buy,3
1144,RottenFishCo,buy,10
1145,BowCo,sell,4
1146,RottenFishCo,sell,9
1147,PotionCo,sell,2
1148,HelmetCo,sell,3
1149,SwordCo,buy,4
1150,RottenFishCo,buy,4
1151,GameStart,sell,2
1152,MenhirCo,buy,3
1153,GameStart,sell,8
1154,PotionCo,buy,5
1155,ArrowCo,sell,5
1156,BowCo,buy,4
1157,BoarCo,sell,6
1158,ArrowCo,sell,9
1159,PotionCo,sell,3
1160,GameStart,buy,7
1161,BoarCo,sell,6
1162,HelmetCo,buy,7
1163,BoarCo,buy,2
1164,RottenFishCo,buy,2
1165,ShieldCo,buy,7
1166,RottenFishCo,buy,6
1167,BowCo,sell,5
1168,BoarCo,buy,9
1169,SwordCo,sell,10
1170,BoarCo,buy,1
1171,BoarCo,buy,2
1172,GameStart,sell,5
1173,ShieldCo,buy,2
1174,HelmetCo,sell,3
1175,SwordCo,sell,4
1176,BowCo,sell,2
1177,RottenFishCo,buy,6
1178,BowCo,buy,7
1179,PotionCo,sell,1
1180,HelmetCo,sell,2
1181,PotionCo,sell,5
1182,BowCo,sell,8
1183,PotionCo,buy,1
1184,ShieldCo,buy,7
1185,ShieldCo,sell,8
1186,HelmetCo,buy,6
1187,PotionCo,sell,10
1188,BowCo,buy,7
1189,PotionCo,buy,10
1190,GameStart,sell,4
1191,SwordCo,buy,7
1192,HelmetCo,buy,6
1193,GameStart,sell,6
1194,ShieldCo,sell,9
1195,BoarCo,buy,7
1196,SwordCo,buy,5
1197,BowCo,sell,6
1198,ShieldCo,buy,6
1199,HelmetCo,buy,9
1201,BoarCo,buy,5
1200,RottenFishCo,sell,6
1203,BowCo,sell,1
1202,ArrowCo,sell,3
1204,BowCo,sell,5
1205,BoarCo,sell,3
1206,RottenFishCo,buy,2
1207,HelmetCo,buy,10
1208,SwordCo,sell,3
1209,BowCo,buy,4
1210,ArrowCo,buy,3
1211,ShieldCo,buy,5
1212,HelmetCo,sell,9
1213,ShieldCo,buy,3
1214,SwordCo,buy,10
1216,BoarCo,sell,7
1215,PotionCo,buy,8
1217,GameStart,sell,8
1219,GameStart,sell,1
1218,RottenFishCo,buy,1
1220,HelmetCo,buy,4
1221,RottenFishCo,buy,8
1222,RottenFishCo,buy,2
1223,ShieldCo,buy,2
1224,BowCo,buy,6
1225,BowCo,sell,8
1226,PotionCo,buy,9
1227,BowCo,buy,2
1228,HelmetCo,buy,2
1229,ArrowCo,buy,6
1230,RottenFishCo,buy,8
1231,RottenFishCo,buy,10
1233,ArrowCo,sell,6
1234,BowCo,buy,1
1232,SwordCo,buy,1
1235,SwordCo,buy,8
1236,HelmetCo,sell,7
1237,HelmetCo,buy,10
1238,HelmetCo,buy,5
1239,BowCo,buy,5
1240,SwordCo,buy,3
1241,ArrowCo,sell,2
1242,HelmetCo,buy,3
1243,BoarCo,sell,10
1245,SwordCo,sell,10
1244,ArrowCo,sell,7
1246,RottenFishCo,sell,10
1247,BoarCo,sell,10
1248,GameStart,sell,6
1249,SwordCo,sell,5
1250,GameStart,buy,4
1251,GameStart,sell,3
1253,GameStart,buy,3
1252,ArrowCo,sell,5
1254,ShieldCo,sell,10
1255,HelmetCo,sell,4
1256,ShieldCo,buy,8
1257,HelmetCo,sell,10
1258,HelmetCo,buy,5
1259,ShieldCo,buy,1
1260,ArrowCo,buy,10
1261,HelmetCo,buy,3
1262,HelmetCo,buy,4
1263,PotionCo,buy,1
1264,ArrowCo,sell,1
1265,PotionCo,buy,9
1266,RottenFishCo,sell,1
1267,ArrowCo,buy,6
1268,ShieldCo,sell,4
1269,HelmetCo,sell,8
1270,GameStart,buy,5
1271,SwordCo,buy,10
1272,SwordCo,buy,6
1273,HelmetCo,sell,8
1274,ArrowCo,buy,7
1275,HelmetCo,buy,10
1276,HelmetCo,sell,4
1278,RottenFishCo,sell,3
1277,ShieldCo,sell,4
1279,ShieldCo,sell,8
1280,SwordCo,buy,5
1281,PotionCo,buy,9
1282,GameStart,buy,5
1283,GameStart,sell,6
1284,BowCo,buy,7
1285,ArrowCo,sell,4
1286,BowCo,sell,8
1287,SwordCo,buy,1
1288,ShieldCo,buy,8
1289,BoarCo,buy,2
1290,PotionCo,sell,4
1292,SwordCo,buy,2
1291,BoarCo,buy,9
1293,HelmetCo,buy,3
1294,GameStart,buy,7
1295,RottenFishCo,buy,6
1296,BoarCo,buy,10
1297,GameStart,buy,10
1298,GameStart,sell,2
1299,HelmetCo,buy,6
1300,HelmetCo,sell,5
1301,BoarCo,buy,8
1302,GameStart,buy,9
1304,SwordCo,buy,7
1303,ShieldCo,sell,4
1305,PotionCo,buy,8
1306,BoarCo,buy,8
1307,BoarCo,buy,7
1308,RottenFishCo,sell,10
1309,SwordCo,buy,2
1310,RottenFishCo,sell,2
1311,RottenFishCo,sell,8
1312,GameStart,buy,1
1313,BoarCo,buy,8
1314,BoarCo,sell,5
1315,GameStart,sell,4
1316,BoarCo,buy,6
1317,ShieldCo,sell,1
1318,GameStart,buy,3
1319,BoarCo,buy,7
1320,BoarCo,buy,5
1323,HelmetCo,buy,5
1322,BoarCo,buy,2
1321,GameStart,buy,2
1324,ArrowCo,buy,6
1325,GameStart,sell,10
1326,SwordCo,sell,9
1327,PotionCo,sell,9
1329,PotionCo,sell,9
1328,BowCo,buy,7
1330,BoarCo,buy,7
1331,ShieldCo,buy,3
1332,BoarCo,sell,2
1333,BowCo,buy,10
1334,SwordCo,buy,8
1335,BowCo,buy,8
1336,GameStart,buy,6
1337,BoarCo,buy,1
1338,SwordCo,buy,1
1339,HelmetCo,sell,6
1340,ArrowCo,sell,9
1341,PotionCo,buy,1
1342,SwordCo,buy,4
1343,BowCo,buy,1
1344,BowCo,buy,1
1345,GameStart,sell,7
1346,BowCo,buy,7
1347,PotionCo,buy,6
1348,ArrowCo,sell,7
1349,PotionCo,sell,6
1350,HelmetCo,buy,9
1351,HelmetCo,sell,1
1352,BoarCo,buy,5
1353,ArrowCo,buy,4
1354,ShieldCo,buy,4
1355,BowCo,buy,6
1356,BowCo,sell,1
1357,BowCo,buy,10
1358,RottenFishCo,buy,4
1359,RottenFishCo,buy,8
1360,RottenFishCo,buy,1
1361,ArrowCo,buy,5
1362,GameStart,buy,5
1363,BowCo,buy,5
1364,BowCo,sell,8
1365,ArrowCo,buy,10
1366,RottenFishCo,buy,2
1367,SwordCo,buy,3
1368,SwordCo,sell,2
1369,ArrowCo,buy,4
1370,ArrowCo,sell,2
1371,BowCo,sell,9
1372,PotionCo,buy,8
1373,ArrowCo,sell,10
1374,RottenFishCo,sell,10
1375,BoarCo,buy,3
1376,BowCo,buy,7
1377,BowCo,buy,9
1378,GameStart,sell,5
1379,PotionCo,sell,3
1380,PotionCo,sell,9
1381,GameStart,buy,4
1383,PotionCo,buy,4
1382,ArrowCo,buy,10
1384,SwordCo,buy,6
1385,RottenFishCo,buy,8
1386,PotionCo,sell,8
1387,ArrowCo,buy,5
1388,ArrowCo,sell,9
1389,RottenFishCo,sell,5
1391,RottenFishCo,sell,8
1390,ArrowCo,sell,3
1392,ShieldCo,buy,7
1393,GameStart,sell,2
1394,BowCo,sell,7
1395,RottenFishCo,buy,9
1398,SwordCo,buy,4
1396,GameStart,buy,7
1397,HelmetCo,sell,10
1399,ShieldCo,buy,4
1400,RottenFishCo,buy,7
1401,ArrowCo,buy,10
1402,HelmetCo,sell,3
1403,HelmetCo,buy,3
1404,ArrowCo,sell,6
1405,ArrowCo,buy,9
1406,HelmetCo,sell,10
1407,BoarCo,sell,10
1408,HelmetCo,buy,3
1410,ShieldCo,buy,2
1409,HelmetCo,sell,1
1411,BoarCo,buy,10
1412,ArrowCo,sell,4
1413,RottenFishCo,buy,7
1414,SwordCo,buy,1
1415,GameStart,sell,1
1416,BowCo,buy,8
1417,ArrowCo,buy,4
1418,BowCo,sell,6
1419,BowCo,buy,8
1420,GameStart,buy,7
1421,RottenFishCo,buy,5
1422,SwordCo,sell,5
1423,BowCo,sell,8
1425,ArrowCo,sell,8
1426,BoarCo,sell,2
1424,GameStart,sell,7
1427,HelmetCo,buy,10
1428,RottenFishCo,buy,4
1429,ArrowCo,sell,10
1430,ShieldCo,sell,7
1431,BowCo,buy,4
1432,RottenFishCo,buy,7
1433,ShieldCo,sell,4
1434,ArrowCo,buy,4
1435,BoarCo,sell,6
1436,ArrowCo,buy,5
1437,BowCo,buy,5
1438,BowCo,sell,8
1439,ShieldCo,buy,7
1440,PotionCo,sell,8
1442,SwordCo,buy,5
1444,BowCo,buy,8
1443,ShieldCo,sell,3
1441,HelmetCo,sell,5
1445,SwordCo,sell,6
1446,ArrowCo,sell,9
1447,BowCo,sell,3
1449,ShieldCo,buy,10
1448,HelmetCo,sell,5
1450,BoarCo,buy,10
1451,HelmetCo,sell,3
1452,RottenFishCo,sell,6
1453,GameStart,buy,5
1454,GameStart,sell,10
1455,SwordCo,sell,6
1456,ShieldCo,buy,3
1457,HelmetCo,buy,7
1459,GameStart,sell,3
1458,PotionCo,buy,7
1460,HelmetCo,buy,3
1461,GameStart,buy,5
1462,ArrowCo,sell,8
1463,RottenFishCo,buy,4
1464,ShieldCo,buy,8
1468,RottenFishCo,sell,10
1469,BowCo,buy,6
1466,ArrowCo,sell,6
1467,SwordCo,sell,10
1465,SwordCo,sell,5
1470,HelmetCo,sell,3
1471,SwordCo,buy,2
1473,RottenFishCo,buy,10
1472,HelmetCo,buy,7
1474,BoarCo,buy,2
1475,GameStart,sell,6
1476,ShieldCo,buy,5
1477,HelmetCo,buy,7
1478,HelmetCo,buy,1
1479,BowCo,buy,5
1480,RottenFishCo,sell,6
1481,SwordCo,sell,3
1482,BowCo,buy,7
1484,SwordCo,buy,1
1483,SwordCo,buy,7
1485,RottenFishCo,sell,10
1486,ShieldCo,buy,1
1487,SwordCo,sell,8
1488,ShieldCo,sell,7
1489,SwordCo,buy,4
1490,GameStart,buy,1
1491,RottenFishCo,buy,8
1492,HelmetCo,sell,2
1493,HelmetCo,buy,7
1494,GameStart,sell,2
1495,GameStart,sell,3
1496,GameStart,sell,2
1498,HelmetCo,sell,8
1497,PotionCo,buy,6
1499,RottenFishCo,sell,2
1500,GameStart,buy,7
1501,ArrowCo,buy,4
1502,SwordCo,buy,9
1503,ShieldCo,buy,7
1504,SwordCo,sell,4
1505,ArrowCo,sell,10
1506,RottenFishCo,sell,1
1507,ArrowCo,buy,1
1508,BowCo,sell,5
1509,BowCo,buy,10
1510,PotionCo,sell,8
1511,ShieldCo,buy,7
1512,GameStart,sell,9
1513,HelmetCo,buy,1
1514,SwordCo,sell,6
1515,RottenFishCo,sell,6
1516,SwordCo,buy,2
1518,SwordCo,sell,3
1519,GameStart,buy,9
1517,PotionCo,sell,8
1520,ArrowCo,buy,9
1521,SwordCo,buy,1
1522,ArrowCo,buy,8
1523,ArrowCo,buy,1
1524,SwordCo,buy,6
1525,BowCo,buy,3
1526,ArrowCo,sell,1
1527,HelmetCo,buy,1
1528,ShieldCo,sell,5
1529,GameStart,sell,1
1530,BowCo,sell,6
1531,ShieldCo,buy,2
1532,RottenFishCo,sell,8
1533,RottenFishCo,buy,4
1534,ArrowCo,buy,10
1535,SwordCo,buy,4
1536,GameStart,sell,3
1537,HelmetCo,buy,1
1538,ArrowCo,buy,8
1539,RottenFishCo,buy,5
1540,HelmetCo,sell,1
1541,HelmetCo,sell,9
1542,ShieldCo,buy,4
1543,ShieldCo,sell,3
1544,ShieldCo,buy,10
1545,BowCo,buy,7
1546,RottenFishCo,buy,7
1547,ShieldCo,sell,8
1548,RottenFishCo,sell,9
1549,HelmetCo,sell,5
1550,ArrowCo,sell,1
1551,GameStart,buy,2
1552,BowCo,buy,10
1553,ArrowCo,buy,5
1554,PotionCo,buy,2
1555,GameStart,sell,7
1556,GameStart,buy,6
1557,RottenFishCo,sell,4
1558,BowCo,buy,1
1559,GameStart,sell,2
1560,ArrowCo,sell,1
1561,GameStart,buy,10
1562,GameStart,sell,3
1563,BowCo,sell,6
1564,PotionCo,sell,6
1565,SwordCo,sell,3
1566,ShieldCo,sell,4
1567,BowCo,buy,5
1568,GameStart,sell,9
1569,PotionCo,sell,4
1570,ArrowCo,buy,8
1571,SwordCo,sell,5
1572,PotionCo,buy,5
1573,RottenFishCo,sell,3
1574,PotionCo,buy,2
1575,ArrowCo,sell,1
1576,RottenFishCo,sell,3
1577,ShieldCo,sell,2
1578,BowCo,buy,1
1579,GameStart,buy,4
1580,GameStart,sell,8
1583,HelmetCo,sell,9
1582,ShieldCo,buy,7
1581,PotionCo,sell,5
1584,PotionCo,buy,7
1585,GameStart,sell,8
1586,RottenFishCo,buy,3
1588,HelmetCo,buy,4
1587,SwordCo,buy,4
1589,HelmetCo,sell,10
1590,ShieldCo,buy,8
1591,HelmetCo,sell,7
1592,PotionCo,buy,9
1593,GameStart,buy,2
1594,ShieldCo,buy,9
1595,GameStart,buy,4
1596,ShieldCo,buy,10
1597,ShieldCo,buy,10
1598,PotionCo,sell,10
1599,BowCo,sell,8
1600,SwordCo,buy,7
1601,RottenFishCo,sell,1
1602,ShieldCo,sell,2
1603,RottenFishCo,buy,2
1604,GameStart,buy,4
1605,GameStart,buy,3
1606,HelmetCo,sell,9
1607,ShieldCo,sell,7
1608,SwordCo,buy,3
1609,RottenFishCo,sell,2
1610,ArrowCo,buy,5
1611,GameStart,sell,8
1612,PotionCo,buy,9
1613,BowCo,sell,2
1614,SwordCo,sell,9
1615,ArrowCo,sell,10
1616,PotionCo,buy,6
1617,HelmetCo,buy,6
1618,RottenFishCo,buy,3
1619,ArrowCo,sell,7
1620,PotionCo,sell,8
1621,GameStart,buy,6
1622,ArrowCo,sell,9
1623,BowCo,buy,9
1624,ArrowCo,sell,9
1625,ArrowCo,sell,10
1626,RottenFishCo,sell,10
1627,BowCo,buy,8
1628,HelmetCo,sell,9
1629,PotionCo,buy,1
1630,HelmetCo,sell,5
1631,RottenFishCo,sell,4
1632,RottenFishCo,buy,3
1633,GameStart,sell,8
1634,SwordCo,buy,8
1635,SwordCo,sell,2
1636,ShieldCo,sell,2
1637,HelmetCo,buy,3
1638,GameStart,sell,1
1639,ArrowCo,buy,3
1641,PotionCo,sell,5
1640,HelmetCo,sell,6
1642,PotionCo,sell,6
1643,ArrowCo,buy,10
1644,ShieldCo,sell,6
1645,ShieldCo,buy,10
1646,SwordCo,sell,5
1647,PotionCo,buy,7
1648,HelmetCo,sell,2
1649,BowCo,sell,10
1650,RottenFishCo,buy,1
1651,ShieldCo,buy,10
1652,ArrowCo,sell,3
1653,HelmetCo,sell,5
1654,BowCo,sell,3
1655,ShieldCo,buy,4
1656,PotionCo,sell,9
1657,GameStart,sell,6
1658,ShieldCo,buy,2
1659,HelmetCo,buy,10
1660,RottenFishCo,buy,10
1661,ShieldCo,sell,10
1662,RottenFishCo,buy,8
1663,BowCo,sell,7
1664,RottenFishCo,sell,2
1665,HelmetCo,buy,5
1666,GameStart,sell,4
1667,HelmetCo,sell,2
1668,SwordCo,buy,7
1669,GameStart,buy,9
1670,ShieldCo,buy,3
1671,GameStart,buy,5
1673,BowCo,sell,5
1672,HelmetCo,sell,4
1674,GameStart,sell,9
1675,GameStart,sell,7
1676,PotionCo,buy,6
1677,GameStart,buy,1
1678,PotionCo,buy,1
1680,ShieldCo,buy,3
1679,BowCo,buy,6
1682,BowCo,sell,7
1683,SwordCo,buy,9
1681,ArrowCo,buy,6
1684,PotionCo,buy,6
1685,BowCo,sell,3
1686,GameStart,sell,6
1687,BowCo,sell,5
1688,HelmetCo,buy,6
1689,PotionCo,sell,8
1690,SwordCo,sell,8
1691,GameStart,buy,1
1692,BowCo,buy,1
1693,SwordCo,sell,1
1694,PotionCo,buy,3
1695,SwordCo,buy,4
1696,RottenFishCo,sell,4
1697,RottenFishCo,buy,4
1698,RottenFishCo,buy,10
1699,BowCo,sell,9
1700,RottenFishCo,buy,6
1701,BowCo,buy,1
1702,RottenFishCo,buy,1
1703,ArrowCo,sell,3
1704,ShieldCo,sell,4
1705,ArrowCo,buy,2
1706,ArrowCo,buy,7
1707,ArrowCo,sell,7
1708,PotionCo,sell,10
1709,HelmetCo,buy,7
1710,SwordCo,sell,9
1711,PotionCo,buy,7
1712,BowCo,sell,4
1713,BowCo,sell,4
1714,ArrowCo,sell,8
1715,HelmetCo,buy,3
1716,BowCo,sell,4
1718,BowCo,buy,4
1717,GameStart,sell,3
1719,ShieldCo,sell,2
1720,PotionCo,buy,4
1721,ShieldCo,sell,10
1722,ArrowCo,buy,8
1723,HelmetCo,sell,6
1724,ShieldCo,sell,3
1725,ArrowCo,sell,2
1726,BowCo,sell,3
1727,GameStart,sell,6
1729,ShieldCo,buy,10
1728,ArrowCo,sell,2
1730,HelmetCo,buy,7
1731,BowCo,buy,5
1732,SwordCo,sell,1
1733,SwordCo,sell,9
1734,BowCo,buy,6
1735,ArrowCo,sell,7
1736,SwordCo,sell,2
1737,GameStart,sell,2
1738,ArrowCo,sell,9
1739,SwordCo,sell,9
1740,BowCo,sell,10
1741,ShieldCo,sell,1
1742,GameStart,buy,1
1743,BowCo,sell,1
1744,PotionCo,sell,5
1745,GameStart,buy,6
1746,ShieldCo,buy,3
1747,GameStart,sell,4
1748,RottenFishCo,sell,8
1749,RottenFishCo,buy,6
1750,PotionCo,buy,8
1751,PotionCo,sell,8
1752,PotionCo,sell,8
1753,SwordCo,buy,1
1754,ArrowCo,sell,5
1755,SwordCo,buy,4
1756,BowCo,buy,3
1759,GameStart,buy,9
1757,PotionCo,sell,10
1758,PotionCo,buy,4
1760,RottenFishCo,sell,7
1761,PotionCo,buy,5
1762,ArrowCo,buy,5
1763,PotionCo,buy,1
1764,ShieldCo,buy,6
1765,RottenFishCo,buy,5
1766,RottenFishCo,buy,2
1767,ShieldCo,buy,9
1769,ArrowCo,buy,6
1768,SwordCo,sell,6
1770,SwordCo,buy,2
1771,HelmetCo,buy,8
1772,ArrowCo,sell,3
1773,ArrowCo,sell,3
1774,RottenFishCo,buy,8
1775,GameStart,sell,1
1777,ShieldCo,buy,6
1776,HelmetCo,sell,2
1778,GameStart,sell,1
1779,GameStart,buy,7
1780,RottenFishCo,buy,3
1781,HelmetCo,buy,3
1783,ShieldCo,buy,7
1782,ShieldCo,buy,2
1784,ShieldCo,buy,9
1786,SwordCo,sell,8
1785,ArrowCo,sell,2
1787,RottenFishCo,sell,2
1788,PotionCo,buy,3
1790,ShieldCo,buy,4
1789,HelmetCo,sell,7
1791,RottenFishCo,sell,3
1792,BowCo,buy,10
1793,HelmetCo,buy,7
1794,BowCo,buy,9
1795,HelmetCo,sell,2
1796,ShieldCo,buy,4
1797,BowCo,sell,7
1798,GameStart,sell,1
1799,PotionCo,sell,3
1800,BowCo,buy,4
1801,PotionCo,buy,5
1802,HelmetCo,buy,6
1803,RottenFishCo,buy,1
1804,PotionCo,sell,7
1805,ShieldCo,sell,3
1806,ArrowCo,sell,3
1807,ShieldCo,sell,2
1808,ShieldCo,buy,1
1809,PotionCo,sell,2
1810,ArrowCo,sell,6
1811,SwordCo,sell,1
1812,SwordCo,sell,10
1813,BowCo,sell,3
1814,GameStart,buy,7
1815,ShieldCo,sell,6
1816,ShieldCo,sell,2
1817,HelmetCo,buy,6
1818,HelmetCo,buy,7
1819,GameStart,buy,7
1820,ArrowCo,buy,8
1821,ArrowCo,buy,10
1822,BowCo,buy,10
1823,RottenFishCo,sell,5
1824,HelmetCo,sell,6
1825,BowCo,sell,1
1826,HelmetCo,sell,10
1827,HelmetCo,sell,2
1829,BowCo,sell,8
1828,GameStart,buy,5
1830,BowCo,buy,7
1832,ShieldCo,buy,5
1831,ArrowCo,sell,8
1833,BowCo,sell,7
1836,RottenFishCo,buy,10
1834,PotionCo,sell,7
1835,BowCo,sell,10
1837,GameStart,sell,10
1838,ShieldCo,sell,10
1839,BowCo,sell,3
1840,RottenFishCo,buy,10
1841,ArrowCo,buy,2
1842,HelmetCo,buy,8
1843,BowCo,buy,5
1844,BowCo,buy,1
1845,ShieldCo,sell,7
1846,PotionCo,buy,10
1847,ArrowCo,sell,7
1849,GameStart,sell,6
1848,PotionCo,buy,6
1850,HelmetCo,buy,2
1851,HelmetCo,sell,10
1852,RottenFishCo,sell,2
1853,GameStart,buy,7
1854,HelmetCo,buy,2
1855,HelmetCo,buy,5
1856,PotionCo,buy,6
1857,BowCo,buy,2
1859,ArrowCo,sell,3
1858,HelmetCo,sell,2
1860,ArrowCo,buy,6
1863,RottenFishCo,buy,9
1861,ShieldCo,buy,4
1862,SwordCo,sell,8
1864,BowCo,sell,7
1865,PotionCo,buy,3
1866,HelmetCo,sell,1
1868,HelmetCo,buy,9
1867,ShieldCo,buy,4
1869,PotionCo,buy,1
1870,HelmetCo,buy,9
1871,BowCo,buy,3
1872,GameStart,buy,10
1873,PotionCo,buy,2
1874,RottenFishCo,sell,4
1875,ArrowCo,buy,5
1876,HelmetCo,buy,8
1877,BowCo,buy,7
1878,ArrowCo,sell,2
1879,RottenFishCo,sell,3
1880,SwordCo,sell,3
1881,HelmetCo,sell,9
1882,HelmetCo,buy,8
1883,ArrowCo,buy,3
1884,ShieldCo,buy,8
1885,PotionCo,sell,5
1886,GameStart,sell,9
1887,BowCo,buy,3
1888,ArrowCo,sell,9
1889,BowCo,buy,9
1890,PotionCo,buy,8
1891,RottenFishCo,sell,3
1892,GameStart,buy,5
1893,PotionCo,sell,2
1894,ArrowCo,sell,2
1895,SwordCo,buy,4
1896,GameStart,sell,2
1897,ShieldCo,sell,2
1898,BowCo,sell,1
1899,ShieldCo,sell,10
1900,PotionCo,buy,2
1901,GameStart,buy,4
1902,HelmetCo,sell,5
1903,SwordCo,buy,5
1904,HelmetCo,buy,9
1905,PotionCo,buy,5
1906,HelmetCo,buy,2
1907,RottenFishCo,sell,7
1908,RottenFishCo,sell,3
1909,ArrowCo,sell,7
1910,GameStart,sell,5
1911,ArrowCo,sell,10
1912,ArrowCo,sell,1
1913,HelmetCo,sell,10
1914,ArrowCo,sell,6
1915,ArrowCo,buy,1
1916,HelmetCo,sell,5
1917,GameStart,buy,2
1918,RottenFishCo,sell,10
1919,BowCo,sell,6
1920,ArrowCo,buy,3
1921,ShieldCo,buy,6
1922,ShieldCo,buy,3
1923,BowCo,buy,1
1924,RottenFishCo,buy,3
1925,ShieldCo,buy,5
1926,ShieldCo,buy,10
1927,GameStart,buy,7
1928,GameStart,sell,7
1929,RottenFishCo,sell,1
1930,HelmetCo,sell,10
1931,ArrowCo,sell,7
1932,ShieldCo,buy,5
1933,ArrowCo,sell,3
1934,GameStart,sell,5
1935,RottenFishCo,sell,2
1936,ArrowCo,sell,7
1937,RottenFishCo,buy,1
1938,SwordCo,sell,7
1939,BowCo,sell,7
1940,RottenFishCo,buy,7
1941,ArrowCo,sell,5
1942,GameStart,sell,1
1943,GameStart,buy,4
1944,GameStart,buy,9
1945,ShieldCo,buy,9
1946,PotionCo,sell,8
1947,PotionCo,buy,10
1948,BowCo,sell,5
1949,RottenFishCo,buy,1
1950,GameStart,buy,7
1951,HelmetCo,sell,1
1952,ArrowCo,sell,5
1953,SwordCo,buy,2
1954,ArrowCo,sell,4
1955,GameStart,sell,2
1956,RottenFishCo,sell,2
1957,ShieldCo,buy,8
1958,ArrowCo,buy,7
1959,BowCo,buy,10
1960,SwordCo,sell,3
1961,SwordCo,buy,3
1962,HelmetCo,buy,6
1964,BowCo,buy,9
1963,ArrowCo,buy,9
1966,HelmetCo,buy,1
1965,ArrowCo,buy,2
1967,SwordCo,buy,6
1968,PotionCo,buy,10
1969,BowCo,sell,10
1970,ArrowCo,sell,1
1971,SwordCo,sell,3
1972,GameStart,buy,3
1973,HelmetCo,sell,9
1974,BowCo,sell,7
1975,BowCo,sell,3
1976,RottenFishCo,sell,7
1977,BowCo,buy,4
1978,HelmetCo,buy,3
1979,RottenFishCo,buy,2
1980,ArrowCo,buy,5
1981,HelmetCo,buy,10
1982,RottenFishCo,sell,9
1983,HelmetCo,sell,6
1984,BowCo,buy,3
1985,SwordCo,buy,1
1986,ArrowCo,sell,3
1987,RottenFishCo,buy,8
1988,HelmetCo,buy,4
1989,SwordCo,buy,6
1990,RottenFishCo,sell,3
1991,SwordCo,sell,1
1992,RottenFishCo,sell,3
1993,RottenFishCo,sell,3
1994,SwordCo,sell,3
1995,HelmetCo,buy,10
1996,ArrowCo,buy,8
1998,GameStart,sell,6
1997,RottenFishCo,buy,5
2000,RottenFishCo,buy,10
2001,GameStart,sell,1
1999,PotionCo,sell,2
2002,RottenFishCo,sell,9
2003,RottenFishCo,sell,5
2004,ArrowCo,buy,9
2005,GameStart,buy,5
2006,PotionCo,sell,2
2007,BowCo,buy,8
2009,PotionCo,sell,4
2008,ArrowCo,buy,2
